,species,identifier,primary,mutant,heterologous_expression,KC,KC_SD,vC,vC_SD,S,S_SD,KO,KO_SD,vO,vO_95CI_low,vO_95CI_high,vO_reported,vO_SD_reported,kon_C,kon_C_95CI_low,kon_C_95CI_high,kon_O,kon_O_95CI_low,kon_O_95CI_high,KRuBP,KRuBP_SD,temp_C,pH,isoform,taxonomy,note,short_ref,pmid_or_doi,citation
281,Chenopodium rubrum,rubrum_kin_orr,1,0,False,14.5,1.3,4.1,0.1,97.8,1,346,37,1,0.749,1.31,,,0.283,0.239,0.345,0.00289,0.00244,0.00353,,,25,8,1,C3 plants,"Points to Prins JExpB 2016 for methods. Extracted pH and pKa from there. S measured at pH 8.2, rest measured at 8.0. Not sure why. ",Orr 2016,27342312,"Orr, D. J., Alcântara, A., Kapralov, M. V., Andralojc, P. J., Carmo-Silva, E., and Parry, M. A. J. (2016). Surveying Rubisco Diversity and Temperature Response to Improve Crop Photosynthetic Efficiency. Plant Physiol. 172, 707–717."
282,Chrysanthellum indicum var. afroamericanum,indicum_var_afroamericanum_kin_orr,1,0,False,28.1,2.3,4.7,0.1,82.4,0.6,598,100,1.21,0.792,1.7,,,0.167,0.143,0.201,0.00203,0.00174,0.00243,,,25,8,1,C4 plants,"Points to Prins JExpB 2016 for methods. Extracted pH and pKa from there. S measured at pH 8.2, rest measured at 8.0. Not sure why. ",Orr 2016,27342312,"Orr, D. J., Alcântara, A., Kapralov, M. V., Andralojc, P. J., Carmo-Silva, E., and Parry, M. A. J. (2016). Surveying Rubisco Diversity and Temperature Response to Improve Crop Photosynthetic Efficiency. Plant Physiol. 172, 707–717."
283,Citrullus ecirrhosus,ecirrhosus_kin_orr,1,0,False,18.9,3,3.1,0.2,99.9,1.5,544,203,0.894,0.231,1.73,,,0.164,0.121,0.242,0.00164,0.00121,0.00243,,,25,8,1,C3 plants,"Points to Prins JExpB 2016 for methods. Extracted pH and pKa from there. S measured at pH 8.2, rest measured at 8.0. Not sure why. ",Orr 2016,27342312,"Orr, D. J., Alcântara, A., Kapralov, M. V., Andralojc, P. J., Carmo-Silva, E., and Parry, M. A. J. (2016). Surveying Rubisco Diversity and Temperature Response to Improve Crop Photosynthetic Efficiency. Plant Physiol. 172, 707–717."
284,Citrullus lanatus var. lanatus,lanatus_var_lanatus_kin_orr,1,0,False,19.4,1.2,2.5,0.1,107,2.4,510,36,0.614,0.499,0.751,,,0.129,0.112,0.15,0.00121,0.00104,0.00141,,,25,8,1,C3 plants,"Points to Prins JExpB 2016 for methods. Extracted pH and pKa from there. S measured at pH 8.2, rest measured at 8.0. Not sure why. ",Orr 2016,27342312,"Orr, D. J., Alcântara, A., Kapralov, M. V., Andralojc, P. J., Carmo-Silva, E., and Parry, M. A. J. (2016). Surveying Rubisco Diversity and Temperature Response to Improve Crop Photosynthetic Efficiency. Plant Physiol. 172, 707–717."
285,Coffee arabica,arabica_S_hermida_carrera,1,0,False,11,0.4,2.1,0.2,98.7,3.8,,,,,,,,,,,,,,,,25,8.2,1,C3 plants,"KC and kcat at pH 8, S and pH 8.2",Hermida-Carrera 2016,27329223,"Hermida-Carrera C, Kapralov MV, Galmes J. 2016. Rubisco catalytic properties and temperature response in crops. Plant Physiology, doi: 10.1104/pp.16.01846."
286,Cucurbita maxima,maxima_S_hermida_carrera,1,0,False,9,0.5,2.2,0.2,98.4,0.4,,,,,,,,,,,,,,,,25,8.2,1,C3 plants,"KC and kcat at pH 8, S and pH 8.2",Hermida-Carrera 2016,27329223,"Hermida-Carrera C, Kapralov MV, Galmes J. 2016. Rubisco catalytic properties and temperature response in crops. Plant Physiology, doi: 10.1104/pp.16.01846."
287,Deschampsia danthonioides,danthonioides_kin_orr,1,0,False,22.3,1.4,4.5,0.1,108,1.6,580,82,1.08,0.769,1.45,,,0.202,0.178,0.232,0.00187,0.00165,0.00216,,,25,8,1,C3 plants,"Points to Prins JExpB 2016 for methods. Extracted pH and pKa from there. S measured at pH 8.2, rest measured at 8.0. Not sure why. ",Orr 2016,27342312,"Orr, D. J., Alcântara, A., Kapralov, M. V., Andralojc, P. J., Carmo-Silva, E., and Parry, M. A. J. (2016). Surveying Rubisco Diversity and Temperature Response to Improve Crop Photosynthetic Efficiency. Plant Physiol. 172, 707–717."
288,Desmodium cinereum,cinereum_kin_orr,1,0,False,12.8,1,3,0.1,97.5,2,403,39,0.968,0.744,1.24,,,0.234,0.2,0.28,0.0024,0.00204,0.00288,,,25,8,1,C3 plants,"Points to Prins JExpB 2016 for methods. Extracted pH and pKa from there. S measured at pH 8.2, rest measured at 8.0. Not sure why. ",Orr 2016,27342312,"Orr, D. J., Alcântara, A., Kapralov, M. V., Andralojc, P. J., Carmo-Silva, E., and Parry, M. A. J. (2016). Surveying Rubisco Diversity and Temperature Response to Improve Crop Photosynthetic Efficiency. Plant Physiol. 172, 707–717."
289,Desmodium intortum,intortum_kin_orr,1,0,False,14.2,1.7,3.3,0.1,98.7,1.9,394,52,0.925,0.635,1.34,,,0.232,0.187,0.308,0.00236,0.00188,0.00314,,,25,8,1,C3 plants,"Points to Prins JExpB 2016 for methods. Extracted pH and pKa from there. S measured at pH 8.2, rest measured at 8.0. Not sure why. ",Orr 2016,27342312,"Orr, D. J., Alcântara, A., Kapralov, M. V., Andralojc, P. J., Carmo-Silva, E., and Parry, M. A. J. (2016). Surveying Rubisco Diversity and Temperature Response to Improve Crop Photosynthetic Efficiency. Plant Physiol. 172, 707–717."
290,Desmodium psilocarpum,psilocarpum_kin_orr,1,0,False,15.6,0.9,3.6,0.1,95.9,1.7,452,55,1.09,0.807,1.39,,,0.231,0.204,0.262,0.00241,0.00212,0.00275,,,25,8,1,C3 plants,"Points to Prins JExpB 2016 for methods. Extracted pH and pKa from there. S measured at pH 8.2, rest measured at 8.0. Not sure why. ",Orr 2016,27342312,"Orr, D. J., Alcântara, A., Kapralov, M. V., Andralojc, P. J., Carmo-Silva, E., and Parry, M. A. J. (2016). Surveying Rubisco Diversity and Temperature Response to Improve Crop Photosynthetic Efficiency. Plant Physiol. 172, 707–717."
291,Elymus farctus,farctus_kin_orr,1,0,False,19.5,2.7,3.3,0.1,106,1.3,300,84,0.481,0.201,0.82,,,0.17,0.133,0.234,0.0016,0.00125,0.00221,,,25,8,1,C3 plants,"Points to Prins JExpB 2016 for methods. Extracted pH and pKa from there. S measured at pH 8.2, rest measured at 8.0. Not sure why. ",Orr 2016,27342312,"Orr, D. J., Alcântara, A., Kapralov, M. V., Andralojc, P. J., Carmo-Silva, E., and Parry, M. A. J. (2016). Surveying Rubisco Diversity and Temperature Response to Improve Crop Photosynthetic Efficiency. Plant Physiol. 172, 707–717."
292,Eragrostis tef,tef_kin_orr,1,0,False,34.9,2.1,7.1,0.2,89,2.1,640,68,1.47,1.12,1.86,,,0.203,0.179,0.234,0.00229,0.002,0.00264,,,25,8,1,C4 plants,"Points to Prins JExpB 2016 for methods. Extracted pH and pKa from there. S measured at pH 8.2, rest measured at 8.0. Not sure why. ",Orr 2016,27342312,"Orr, D. J., Alcântara, A., Kapralov, M. V., Andralojc, P. J., Carmo-Silva, E., and Parry, M. A. J. (2016). Surveying Rubisco Diversity and Temperature Response to Improve Crop Photosynthetic Efficiency. Plant Physiol. 172, 707–717."
293,Erythrina flabelliformis,flabelliformis_kin_orr,1,0,False,18.4,1.9,3.6,0.1,96.4,1.9,665,185,1.35,0.591,2.23,,,0.196,0.162,0.247,0.00203,0.00167,0.00258,,,25,8,1,C3 plants,"Points to Prins JExpB 2016 for methods. Extracted pH and pKa from there. S measured at pH 8.2, rest measured at 8.0. Not sure why. ",Orr 2016,27342312,"Orr, D. J., Alcântara, A., Kapralov, M. V., Andralojc, P. J., Carmo-Silva, E., and Parry, M. A. J. (2016). Surveying Rubisco Diversity and Temperature Response to Improve Crop Photosynthetic Efficiency. Plant Physiol. 172, 707–717."
294,Euphorbia helioscopia,helioscopia_kin_orr,1,0,False,11.5,1.7,1.9,0.1,96.8,1.9,453,82,0.775,0.466,1.24,,,0.166,0.125,0.236,0.00171,0.00129,0.00245,,,25,8,1,C3 plants,"Points to Prins JExpB 2016 for methods. Extracted pH and pKa from there. S measured at pH 8.2, rest measured at 8.0. Not sure why. ",Orr 2016,27342312,"Orr, D. J., Alcântara, A., Kapralov, M. V., Andralojc, P. J., Carmo-Silva, E., and Parry, M. A. J. (2016). Surveying Rubisco Diversity and Temperature Response to Improve Crop Photosynthetic Efficiency. Plant Physiol. 172, 707–717."
295,Euphorbia microsphaera,microsphaera_kin_orr,1,0,False,25.8,2.7,4.5,0.2,99.7,0.7,546,124,0.952,0.516,1.51,,,0.174,0.141,0.222,0.00175,0.00142,0.00223,,,25,8,1,C3 plants,"Points to Prins JExpB 2016 for methods. Extracted pH and pKa from there. S measured at pH 8.2, rest measured at 8.0. Not sure why. ",Orr 2016,27342312,"Orr, D. J., Alcântara, A., Kapralov, M. V., Andralojc, P. J., Carmo-Silva, E., and Parry, M. A. J. (2016). Surveying Rubisco Diversity and Temperature Response to Improve Crop Photosynthetic Efficiency. Plant Physiol. 172, 707–717."
296,Festuca gigantea,gigantea_kin_orr,1,0,False,31.2,1.6,5.1,0.1,108,2.4,595,67,0.899,0.683,1.13,,,0.163,0.147,0.183,0.00151,0.00135,0.00171,,,25,8,1,C3 plants,"Points to Prins JExpB 2016 for methods. Extracted pH and pKa from there. S measured at pH 8.2, rest measured at 8.0. Not sure why. ",Orr 2016,27342312,"Orr, D. J., Alcântara, A., Kapralov, M. V., Andralojc, P. J., Carmo-Silva, E., and Parry, M. A. J. (2016). Surveying Rubisco Diversity and Temperature Response to Improve Crop Photosynthetic Efficiency. Plant Physiol. 172, 707–717."
297,Festuca pratensis,pratensis_kin_orr,1,0,False,23.1,2.5,5.1,0.2,106,1.1,686,89,1.43,1,2,,,0.221,0.18,0.283,0.00209,0.0017,0.00269,,,25,8,1,C3 plants,"Points to Prins JExpB 2016 for methods. Extracted pH and pKa from there. S measured at pH 8.2, rest measured at 8.0. Not sure why. ",Orr 2016,27342312,"Orr, D. J., Alcântara, A., Kapralov, M. V., Andralojc, P. J., Carmo-Silva, E., and Parry, M. A. J. (2016). Surveying Rubisco Diversity and Temperature Response to Improve Crop Photosynthetic Efficiency. Plant Physiol. 172, 707–717."
298,Flueggea suffruticosa,suffruticosa_kin_orr,1,0,False,19.2,1.5,3.4,0.1,101,1.5,547,97,0.958,0.605,1.37,,,0.177,0.152,0.211,0.00175,0.0015,0.0021,,,25,8,1,C3 plants,"Points to Prins JExpB 2016 for methods. Extracted pH and pKa from there. S measured at pH 8.2, rest measured at 8.0. Not sure why. ",Orr 2016,27342312,"Orr, D. J., Alcântara, A., Kapralov, M. V., Andralojc, P. J., Carmo-Silva, E., and Parry, M. A. J. (2016). Surveying Rubisco Diversity and Temperature Response to Improve Crop Photosynthetic Efficiency. Plant Physiol. 172, 707–717."
299,Foeniculum vulgare,vulgare_kin_orr,1,0,False,20.7,2.7,4.4,0.2,94.3,2.7,512,124,1.15,0.583,1.93,,,0.212,0.167,0.287,0.00225,0.00175,0.00306,,,25,8,1,C3 plants,"Points to Prins JExpB 2016 for methods. Extracted pH and pKa from there. S measured at pH 8.2, rest measured at 8.0. Not sure why. ",Orr 2016,27342312,"Orr, D. J., Alcântara, A., Kapralov, M. V., Andralojc, P. J., Carmo-Silva, E., and Parry, M. A. J. (2016). Surveying Rubisco Diversity and Temperature Response to Improve Crop Photosynthetic Efficiency. Plant Physiol. 172, 707–717."
300,Glycine canescens,glycine_canescens_kin_orr,1,0,False,17.2,0.9,2.6,0,97.1,1.7,587,1.6,0.915,0.823,1.02,,,0.151,0.137,0.168,0.00156,0.0014,0.00174,,,25,8,1,C3 plants,"Points to Prins JExpB 2016 for methods. Extracted pH and pKa from there. S measured at pH 8.2, rest measured at 8.0. Not sure why. ",Orr 2016,27342312,"Orr, D. J., Alcântara, A., Kapralov, M. V., Andralojc, P. J., Carmo-Silva, E., and Parry, M. A. J. (2016). Surveying Rubisco Diversity and Temperature Response to Improve Crop Photosynthetic Efficiency. Plant Physiol. 172, 707–717."
301,Glycine max,max_S_hermida_carrera,1,0,False,8.6,0.2,1.5,0.1,97,1.1,,,,,,,,,,,,,,,,25,8.2,1,C3 plants,"KC and kcat at pH 8, S and pH 8.2",Hermida-Carrera 2016,27329223,"Hermida-Carrera C, Kapralov MV, Galmes J. 2016. Rubisco catalytic properties and temperature response in crops. Plant Physiology, doi: 10.1104/pp.16.01846."
302,Glycine max,max_kin_orr,1,0,False,13.2,2.4,2.5,0.1,99.6,0.5,660,193,1.25,0.501,2.35,,,0.19,0.137,0.295,0.00191,0.00138,0.00297,,,25,8,1,C3 plants,"Points to Prins JExpB 2016 for methods. Extracted pH and pKa from there. S measured at pH 8.2, rest measured at 8.0. Not sure why. ",Orr 2016,27342312,"Orr, D. J., Alcântara, A., Kapralov, M. V., Andralojc, P. J., Carmo-Silva, E., and Parry, M. A. J. (2016). Surveying Rubisco Diversity and Temperature Response to Improve Crop Photosynthetic Efficiency. Plant Physiol. 172, 707–717."
303,Hordeum brachyantherum,brachyantherum_kin_orr,1,0,False,16.2,1.5,2.9,0.1,101,2,371,59,0.657,0.433,0.93,,,0.179,0.15,0.221,0.00177,0.00147,0.0022,,,25,8,1,C3 plants,"Points to Prins JExpB 2016 for methods. Extracted pH and pKa from there. S measured at pH 8.2, rest measured at 8.0. Not sure why. ",Orr 2016,27342312,"Orr, D. J., Alcântara, A., Kapralov, M. V., Andralojc, P. J., Carmo-Silva, E., and Parry, M. A. J. (2016). Surveying Rubisco Diversity and Temperature Response to Improve Crop Photosynthetic Efficiency. Plant Physiol. 172, 707–717."
304,Hordeum murinum,murinum_kin_orr,1,0,False,21.5,1.1,4.2,0.1,100,1.1,511,55,0.995,0.767,1.25,,,0.195,0.175,0.219,0.00195,0.00175,0.00219,,,25,8,1,C3 plants,"Points to Prins JExpB 2016 for methods. Extracted pH and pKa from there. S measured at pH 8.2, rest measured at 8.0. Not sure why. ",Orr 2016,27342312,"Orr, D. J., Alcântara, A., Kapralov, M. V., Andralojc, P. J., Carmo-Silva, E., and Parry, M. A. J. (2016). Surveying Rubisco Diversity and Temperature Response to Improve Crop Photosynthetic Efficiency. Plant Physiol. 172, 707–717."
305,Hordeum vulgare ssp. vulgare cv. Morex,vulgare_hermida_carrera,1,0,False,9,0.6,2.4,0.2,99.2,3.8,,,,,,,,,,,,,,,,25,8.2,1,C3 plants,"KC and kcat at pH 8, S and pH 8.2",Hermida-Carrera 2016,27329223,"Hermida-Carrera C, Kapralov MV, Galmes J. 2016. Rubisco catalytic properties and temperature response in crops. Plant Physiology, doi: 10.1104/pp.16.01846."
306,Ipomoea batatas,batatas_S_hermida_carrera,1,0,False,12,0.7,2.5,0.1,98.5,6.6,,,,,,,,,,,,,,,,25,8.2,1,C3 plants,"KC and kcat at pH 8, S and pH 8.2",Hermida-Carrera 2016,27329223,"Hermida-Carrera C, Kapralov MV, Galmes J. 2016. Rubisco catalytic properties and temperature response in crops. Plant Physiology, doi: 10.1104/pp.16.01846."
307,Lablab purpureus,purpureus_kin_orr,1,0,False,21.7,1.6,5.3,0.1,91.1,1.7,556,50,1.49,1.17,1.87,,,0.244,0.213,0.285,0.00268,0.00232,0.00314,,,25,8,1,C3 plants,"Points to Prins JExpB 2016 for methods. Extracted pH and pKa from there. S measured at pH 8.2, rest measured at 8.0. Not sure why. ",Orr 2016,27342312,"Orr, D. J., Alcântara, A., Kapralov, M. V., Andralojc, P. J., Carmo-Silva, E., and Parry, M. A. J. (2016). Surveying Rubisco Diversity and Temperature Response to Improve Crop Photosynthetic Efficiency. Plant Physiol. 172, 707–717."
308,Lactua sativa,lactua_sativa,1,0,False,11.1,0.3,2.2,0.1,94,1.9,,,,,,,,,,,,,,,,25,8.2,1,C3 plants,"KC and kcat at pH 8, S and pH 8.2",Hermida-Carrera 2016,27329223,"Hermida-Carrera C, Kapralov MV, Galmes J. 2016. Rubisco catalytic properties and temperature response in crops. Plant Physiology, doi: 10.1104/pp.16.01846."
309,Lepidium campestre,campestre_kin_orr,1,0,False,15.8,1,3.4,0.1,92.8,1.2,336,36,0.779,0.591,0.993,,,0.215,0.189,0.249,0.00232,0.00203,0.00269,,,25,8,1,C3 plants,"Points to Prins JExpB 2016 for methods. Extracted pH and pKa from there. S measured at pH 8.2, rest measured at 8.0. Not sure why. ",Orr 2016,27342312,"Orr, D. J., Alcântara, A., Kapralov, M. V., Andralojc, P. J., Carmo-Silva, E., and Parry, M. A. J. (2016). Surveying Rubisco Diversity and Temperature Response to Improve Crop Photosynthetic Efficiency. Plant Physiol. 172, 707–717."
310,Lolium multiflorum,multiflorum_kin_orr,1,0,False,29.1,2.1,4.5,0.1,99.9,1.8,740,115,1.14,0.772,1.57,,,0.155,0.134,0.181,0.00155,0.00134,0.00182,,,25,8,1,C3 plants,"Points to Prins JExpB 2016 for methods. Extracted pH and pKa from there. S measured at pH 8.2, rest measured at 8.0. Not sure why. ",Orr 2016,27342312,"Orr, D. J., Alcântara, A., Kapralov, M. V., Andralojc, P. J., Carmo-Silva, E., and Parry, M. A. J. (2016). Surveying Rubisco Diversity and Temperature Response to Improve Crop Photosynthetic Efficiency. Plant Physiol. 172, 707–717."
311,Lolium rigidum,rigidum_kin_orr,1,0,False,25,1.7,4.7,0.1,100,1.4,520,68,0.976,0.705,1.28,,,0.188,0.165,0.218,0.00187,0.00164,0.00217,,,25,8,1,C3 plants,"Points to Prins JExpB 2016 for methods. Extracted pH and pKa from there. S measured at pH 8.2, rest measured at 8.0. Not sure why. ",Orr 2016,27342312,"Orr, D. J., Alcântara, A., Kapralov, M. V., Andralojc, P. J., Carmo-Silva, E., and Parry, M. A. J. (2016). Surveying Rubisco Diversity and Temperature Response to Improve Crop Photosynthetic Efficiency. Plant Physiol. 172, 707–717."
312,Macrotyloma uniflorum,uniflorum_kin_orr,1,0,False,25.2,3.3,4.4,0.2,101,2.4,519,72,0.897,0.596,1.32,,,0.175,0.136,0.237,0.00173,0.00134,0.00235,,,25,8,1,C3 plants,"Points to Prins JExpB 2016 for methods. Extracted pH and pKa from there. S measured at pH 8.2, rest measured at 8.0. Not sure why. ",Orr 2016,27342312,"Orr, D. J., Alcântara, A., Kapralov, M. V., Andralojc, P. J., Carmo-Silva, E., and Parry, M. A. J. (2016). Surveying Rubisco Diversity and Temperature Response to Improve Crop Photosynthetic Efficiency. Plant Physiol. 172, 707–717."
313,Manihot esculenta,esculenta_S_hermida_carrera,1,0,False,6.1,0.2,1.4,0.1,101,0.9,,,,,,,,,,,,,,,,25,8.2,1,C3 plants,"KC and kcat at pH 8, S and pH 8.2",Hermida-Carrera 2016,27329223,"Hermida-Carrera C, Kapralov MV, Galmes J. 2016. Rubisco catalytic properties and temperature response in crops. Plant Physiology, doi: 10.1104/pp.16.01846."
314,Manihot esculenta,esculenta_kin_orr,1,0,False,15,1.4,2.4,0.1,105,1.8,566,78,0.859,0.594,1.19,,,0.16,0.132,0.199,0.00152,0.00125,0.00189,,,25,8,1,C3 plants,"Points to Prins JExpB 2016 for methods. Extracted pH and pKa from there. S measured at pH 8.2, rest measured at 8.0. Not sure why. ",Orr 2016,27342312,"Orr, D. J., Alcântara, A., Kapralov, M. V., Andralojc, P. J., Carmo-Silva, E., and Parry, M. A. J. (2016). Surveying Rubisco Diversity and Temperature Response to Improve Crop Photosynthetic Efficiency. Plant Physiol. 172, 707–717."
315,Medicago sativa,medicago_sativa_S_hermida_carrera,1,0,False,9.7,1.6,1.7,0.1,95.6,2.2,,,,,,,,,,,,,,,,25,8.2,1,C3 plants,"KC and kcat at pH 8, S and pH 8.2",Hermida-Carrera 2016,27329223,"Hermida-Carrera C, Kapralov MV, Galmes J. 2016. Rubisco catalytic properties and temperature response in crops. Plant Physiology, doi: 10.1104/pp.16.01846."
316,Mercurialis annua,annua_kin_orr,1,0,False,17,3.7,3.4,0.2,95.7,2.7,417,101,0.867,0.413,1.72,,,0.199,0.137,0.348,0.00209,0.00143,0.00365,,,25,8,1,C3 plants,"Points to Prins JExpB 2016 for methods. Extracted pH and pKa from there. S measured at pH 8.2, rest measured at 8.0. Not sure why. ",Orr 2016,27342312,"Orr, D. J., Alcântara, A., Kapralov, M. V., Andralojc, P. J., Carmo-Silva, E., and Parry, M. A. J. (2016). Surveying Rubisco Diversity and Temperature Response to Improve Crop Photosynthetic Efficiency. Plant Physiol. 172, 707–717."
317,Musa velutina,velutina_kin_orr,1,0,False,19,1.9,3.2,0.1,111,1.8,564,136,0.853,0.445,1.34,,,0.168,0.139,0.211,0.00151,0.00125,0.0019,,,25,8,1,C3 plants,"Points to Prins JExpB 2016 for methods. Extracted pH and pKa from there. S measured at pH 8.2, rest measured at 8.0. Not sure why. ",Orr 2016,27342312,"Orr, D. J., Alcântara, A., Kapralov, M. V., Andralojc, P. J., Carmo-Silva, E., and Parry, M. A. J. (2016). Surveying Rubisco Diversity and Temperature Response to Improve Crop Photosynthetic Efficiency. Plant Physiol. 172, 707–717."
318,Nicotiana tabacum cv. PH,tabacum_cv_PH_kin_orr,1,0,False,21.2,2.8,4.4,0.2,96.4,1.7,452,118,0.972,0.463,1.66,,,0.208,0.162,0.284,0.00216,0.00168,0.00295,,,25,8,1,C3 plants,"Points to Prins JExpB 2016 for methods. Extracted pH and pKa from there. S measured at pH 8.2, rest measured at 8.0. Not sure why. ",Orr 2016,27342312,"Orr, D. J., Alcântara, A., Kapralov, M. V., Andralojc, P. J., Carmo-Silva, E., and Parry, M. A. J. (2016). Surveying Rubisco Diversity and Temperature Response to Improve Crop Photosynthetic Efficiency. Plant Physiol. 172, 707–717."
319,Oryza barthii/glaberrima,barthii_glaberrima_kin_orr,1,0,False,14,0.8,2.5,0,107,1.5,479,63,0.8,0.583,1.04,,,0.179,0.16,0.202,0.00167,0.00149,0.00189,,,25,8,1,C3 plants,"Points to Prins JExpB 2016 for methods. Extracted pH and pKa from there. S measured at pH 8.2, rest measured at 8.0. Not sure why. ",Orr 2016,27342312,"Orr, D. J., Alcântara, A., Kapralov, M. V., Andralojc, P. J., Carmo-Silva, E., and Parry, M. A. J. (2016). Surveying Rubisco Diversity and Temperature Response to Improve Crop Photosynthetic Efficiency. Plant Physiol. 172, 707–717."
320,Oryza eichingeri,eichingeri_kin_orr,1,0,False,14.1,1.5,2.5,0.1,107,1.2,612,180,1.01,0.428,1.72,,,0.177,0.144,0.226,0.00165,0.00134,0.0021,,,25,8,1,C3 plants,"Points to Prins JExpB 2016 for methods. Extracted pH and pKa from there. S measured at pH 8.2, rest measured at 8.0. Not sure why. ",Orr 2016,27342312,"Orr, D. J., Alcântara, A., Kapralov, M. V., Andralojc, P. J., Carmo-Silva, E., and Parry, M. A. J. (2016). Surveying Rubisco Diversity and Temperature Response to Improve Crop Photosynthetic Efficiency. Plant Physiol. 172, 707–717."
321,Oryza glaberrima (WAB 1939),glaberrimaWAB1939_kin_orr,1,0,False,14.9,0.6,2.7,0,105,1.1,586,65,1.01,0.785,1.26,,,0.181,0.168,0.197,0.00173,0.0016,0.00188,,,25,8,1,C3 plants,"Points to Prins JExpB 2016 for methods. Extracted pH and pKa from there. S measured at pH 8.2, rest measured at 8.0. Not sure why. ",Orr 2016,27342312,"Orr, D. J., Alcântara, A., Kapralov, M. V., Andralojc, P. J., Carmo-Silva, E., and Parry, M. A. J. (2016). Surveying Rubisco Diversity and Temperature Response to Improve Crop Photosynthetic Efficiency. Plant Physiol. 172, 707–717."
322,Oryza glumaepatula,glumaepatula_kin_orr,1,0,False,15.2,1.5,2.4,0.1,109,0.7,484,110,0.702,0.377,1.08,,,0.158,0.13,0.197,0.00145,0.00119,0.00181,,,25,8,1,C3 plants,"Points to Prins JExpB 2016 for methods. Extracted pH and pKa from there. S measured at pH 8.2, rest measured at 8.0. Not sure why. ",Orr 2016,27342312,"Orr, D. J., Alcântara, A., Kapralov, M. V., Andralojc, P. J., Carmo-Silva, E., and Parry, M. A. J. (2016). Surveying Rubisco Diversity and Temperature Response to Improve Crop Photosynthetic Efficiency. Plant Physiol. 172, 707–717."
323,Oryza longistaminata,longistaminata_kin_orr,1,0,False,15.1,1.1,2.2,0,108,1.3,757,175,1.02,0.556,1.54,,,0.146,0.127,0.17,0.00135,0.00118,0.00158,,,25,8,1,C3 plants,"Points to Prins JExpB 2016 for methods. Extracted pH and pKa from there. S measured at pH 8.2, rest measured at 8.0. Not sure why. ",Orr 2016,27342312,"Orr, D. J., Alcântara, A., Kapralov, M. V., Andralojc, P. J., Carmo-Silva, E., and Parry, M. A. J. (2016). Surveying Rubisco Diversity and Temperature Response to Improve Crop Photosynthetic Efficiency. Plant Physiol. 172, 707–717."
324,Oryza meridionalis,meridionalis_kin_orr,1,0,False,14.6,0.9,2.6,0,107,1.3,382,47,0.638,0.475,0.821,,,0.178,0.159,0.203,0.00167,0.00148,0.0019,,,25,8,1,C3 plants,"Points to Prins JExpB 2016 for methods. Extracted pH and pKa from there. S measured at pH 8.2, rest measured at 8.0. Not sure why. ",Orr 2016,27342312,"Orr, D. J., Alcântara, A., Kapralov, M. V., Andralojc, P. J., Carmo-Silva, E., and Parry, M. A. J. (2016). Surveying Rubisco Diversity and Temperature Response to Improve Crop Photosynthetic Efficiency. Plant Physiol. 172, 707–717."
325,Oryza nivara,nivara_kin_orr,1,0,False,15.6,1,2.7,0,107,0.6,611,100,0.992,0.665,1.35,,,0.173,0.153,0.198,0.00162,0.00144,0.00186,,,25,8,1,C3 plants,"Points to Prins JExpB 2016 for methods. Extracted pH and pKa from there. S measured at pH 8.2, rest measured at 8.0. Not sure why. ",Orr 2016,27342312,"Orr, D. J., Alcântara, A., Kapralov, M. V., Andralojc, P. J., Carmo-Silva, E., and Parry, M. A. J. (2016). Surveying Rubisco Diversity and Temperature Response to Improve Crop Photosynthetic Efficiency. Plant Physiol. 172, 707–717."
326,Oryza punctata,punctata_kin_orr,1,0,False,14.9,2.2,2.7,0.1,109,1.2,342,89,0.572,0.269,0.979,,,0.181,0.139,0.259,0.00167,0.00128,0.00239,,,25,8,1,C3 plants,"Points to Prins JExpB 2016 for methods. Extracted pH and pKa from there. S measured at pH 8.2, rest measured at 8.0. Not sure why. ",Orr 2016,27342312,"Orr, D. J., Alcântara, A., Kapralov, M. V., Andralojc, P. J., Carmo-Silva, E., and Parry, M. A. J. (2016). Surveying Rubisco Diversity and Temperature Response to Improve Crop Photosynthetic Efficiency. Plant Physiol. 172, 707–717."
327,Oryza sativa,oryza_sativa_S_hermida_carrera,1,0,False,8,0.4,2.1,0.3,93.1,1.2,,,,,,,,,,,,,,,,25,8.2,1,C3 plants,"KC and kcat at pH 8, S and pH 8.2",Hermida-Carrera 2016,27329223,"Hermida-Carrera C, Kapralov MV, Galmes J. 2016. Rubisco catalytic properties and temperature response in crops. Plant Physiology, doi: 10.1104/pp.16.01846."
328,Oryza sativa ssp.Indicacv.Icasulum,sativa_indica_kin_orr,1,0,False,7,1.6,2.2,0.1,101,2,269,65,0.832,0.393,1.72,,,0.313,0.213,0.573,0.0031,0.0021,0.00566,,,25,8,1,C3 plants,"Points to Prins JExpB 2016 for methods. Extracted pH and pKa from there. S measured at pH 8.2, rest measured at 8.0. Not sure why. ",Orr 2016,27342312,"Orr, D. J., Alcântara, A., Kapralov, M. V., Andralojc, P. J., Carmo-Silva, E., and Parry, M. A. J. (2016). Surveying Rubisco Diversity and Temperature Response to Improve Crop Photosynthetic Efficiency. Plant Physiol. 172, 707–717."
